Case ID;Activity;Resource;Start Timestamp;Complete Timestamp;Variant;Variant index;elementId;fixedCost;processId;resourceCost;resourceId
60;Make photo;Default Resource-000006;09/01/2023  01:25.0;"09/01/2023  	01:26.0";Variant 14;14;sid-045DD2E5-4EEB-4DB9-ABC0-E2AD7103D825;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
60;Build patient report;Default Resource-000009;09/01/2023  01:31.0;"09/01/2023  	01:32.0";Variant 14;14;sid-F5C46834-3587-4C21-A2A7-A5BBA01CEB0A;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
60;Provide Bounding Box and Class Label;Default Resource-000009;09/01/2023  01:35.0;"09/01/2023  	01:36.0";Variant 14;14;sid-93D4073A-69AA-46F1-A69E-B4233D03E719;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
60;Data Analyst : Check data balancing report;Default Resource-000003;09/01/2023  01:37.0;"09/01/2023  	01:38.0";Variant 14;14;sid-FA1EF0FF-6A35-47F5-A134-671B6ABABAD4;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
60;Data Analyst : Check radar diagram;Default Resource-000001;09/01/2023  01:38.0;"09/01/2023  	01:39.0";Variant 14;14;sid-2E1944B7-362D-4676-B2C4-4A976AD7D742;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
60;ML Engineer: Evaluate loss curve;Default Resource-000009;09/01/2023  01:39.0;"09/01/2023  	01:40.0";Variant 14;14;sid-CD8DFFC5-1CB3-4BA6-AE2B-9E9B8BF1E595;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
60;ML Engineer: Select the best  classifier;Default Resource-000007;09/01/2023  01:40.0;"09/01/2023  	01:41.0";Variant 14;14;sid-3F43CAC6-E8B2-40CC-81E2-A494A0F7157F;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
60;ML Engineer: Evaluate testing report;Default Resource-000005;09/01/2023  01:41.0;"09/01/2023  	01:42.0";Variant 14;14;sid-1AAE3824-021B-4EB6-BCBD-9E7C8B1DC582;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
60;ML Engineer: Evaluate loss curve;Default Resource-000009;09/01/2023  01:42.0;"09/01/2023  	01:43.0";Variant 14;14;sid-CD8DFFC5-1CB3-4BA6-AE2B-9E9B8BF1E595;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
60;ML Engineer: Select the best  classifier;Default Resource-000007;09/01/2023  01:43.0;"09/01/2023  	01:44.0";Variant 14;14;sid-3F43CAC6-E8B2-40CC-81E2-A494A0F7157F;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
60;ML Engineer: Evaluate testing report;Default Resource-000005;09/01/2023  01:44.0;"09/01/2023  	01:45.0";Variant 14;14;sid-1AAE3824-021B-4EB6-BCBD-9E7C8B1DC582;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
60;ML Engineer: Deploy Oral Lesions classifier;Default Resource-000008;09/01/2023  01:45.0;"09/01/2023  	01:46.0";Variant 30;30;sid-1BBB659A-CB31-472B-A6B1-4ADBE08E451C;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
60;Data Analyst: Set ingestion parameters;Default Resource-000003;09/01/2023  01:46.0;"09/01/2023  	01:47.0";Variant 14;14;sid-AE4441C0-6BDD-4922-8144-BF1334C7BC34;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
60;Data Analyst: Set preparetion parameter;Default Resource-000001;09/01/2023  01:47.0;"09/01/2023  	01:48.0";Variant 14;14;sid-FFCF3D1B-D9F6-4F4D-A99D-3056B4B5DC94;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
60;Data Analyst: Set segregation  parameter;Default Resource-000009;09/01/2023  01:48.0;"09/01/2023  	01:49.0";Variant 14;14;sid-B318E599-30C8-403A-B4DA-F169795C6A6D;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
60;ML Engineer: Set segregation parameter;Default Resource-000007;09/01/2023  01:49.0;"09/01/2023  	01:50.0";Variant 14;14;sid-42FF0A9A-7197-453E-B620-DB76CEBD8D45;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
60;ML Engineer: Set development parameter;Default Resource-000004;09/01/2023  01:50.0;"09/01/2023  	01:51.0";Variant 14;14;sid-0C079BD3-B4E2-4143-B090-FE477E0CADF1;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
60;Data Analyst: Set monitoring parameter;Default Resource-000007;09/01/2023  01:51.0;"09/01/2023  	01:52.0";Variant 14;14;sid-912026A4-B6D9-4164-A308-A14FD4915491;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
60;Camera setting;Default Resource-000010;09/01/2023  01:52.0;"09/01/2023  	01:53.0";Variant 14;14;sid-F304EE6D-DAAB-48D2-85D9-BCA863544EC1;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
60;Make photo;Default Resource-000003;09/01/2023  01:53.0;"09/01/2023  	01:54.0";Variant 14;14;sid-045DD2E5-4EEB-4DB9-ABC0-E2AD7103D825;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
60;Build patient report;Default Resource-000006;09/01/2023  01:54.0;"09/01/2023  	01:55.0";Variant 14;14;sid-F5C46834-3587-4C21-A2A7-A5BBA01CEB0A;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
60;Discarded incorrect record;;09/01/2023  01:55.0;"09/01/2023  	01:55.0";Variant 14;14;sid-8754FCF3-1C15-4BC2-8721-191181F864A0;;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;;
60;End;End;09/01/2023  01:55.0;"09/01/2023  	01:55.0";Variant 14;14;End;End;End;End;End
61;new patient arrived;;09/01/2023  00:00.0;"09/01/2023  	00:00.0";Variant 9;9;sid-F69D24BA-74F1-4113-A08D-A26F7E692018;;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;;
61;Camera setting;Default Resource-000002;09/01/2023  00:06.0;"09/01/2023  	00:07.0";Variant 9;9;sid-F304EE6D-DAAB-48D2-85D9-BCA863544EC1;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
61;Make photo;Default Resource-000002;09/01/2023  00:16.0;"09/01/2023  	00:17.0";Variant 9;9;sid-045DD2E5-4EEB-4DB9-ABC0-E2AD7103D825;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
61;Build patient report;Default Resource-000002;09/01/2023  00:26.0;"09/01/2023  	00:27.0";Variant 9;9;sid-F5C46834-3587-4C21-A2A7-A5BBA01CEB0A;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
61;Not enough records;;09/01/2023  00:27.0;"09/01/2023  	00:27.0";Variant 9;9;sid-C742F274-3121-4C0A-B22F-0610A4A0A50E;;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;;
61;End;End;09/01/2023  00:27.0;"09/01/2023  	00:27.0";Variant 9;9;End;End;End;End;End
62;new patient arrived;;09/01/2023  00:00.0;"09/01/2023  	00:00.0";Variant 2;2;sid-F69D24BA-74F1-4113-A08D-A26F7E692018;;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;;
62;Install oral lesions detection application;Default Resource-000003;09/01/2023  00:06.0;"09/01/2023  	00:07.0";Variant 2;2;sid-17FED2D8-0F8F-4167-A435-0C997F824B6E;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
62;Register hospital;Default Resource-000003;09/01/2023  00:16.0;"09/01/2023  	00:17.0";Variant 2;2;sid-D617736B-82B9-471B-BF57-25533FF960EC;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
62;Start oral lesion detection application;Default Resource-000003;09/01/2023  00:26.0;"09/01/2023  	00:27.0";Variant 2;2;sid-7857E1A4-1EA7-461B-B94F-1C00A85F72F6;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
62;Configure workflow manager;Default Resource-000003;09/01/2023  00:34.0;"09/01/2023  	00:35.0";Variant 2;2;sid-DB2EFEE7-34DC-44B3-8C03-EEF32DB5B814;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
62;Data Analyst: Set segregation  parameter;Default Resource-000002;09/01/2023  00:54.0;"09/01/2023  	00:55.0";Variant 2;2;sid-B318E599-30C8-403A-B4DA-F169795C6A6D;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
62;ML Engineer: Set segregation parameter;Default Resource-000005;09/01/2023  01:00.0;"09/01/2023  	01:01.0";Variant 2;2;sid-42FF0A9A-7197-453E-B620-DB76CEBD8D45;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
62;ML Engineer: Set development parameter;Default Resource-000008;09/01/2023  01:06.0;"09/01/2023  	01:07.0";Variant 2;2;sid-0C079BD3-B4E2-4143-B090-FE477E0CADF1;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
62;Data Analyst: Set monitoring parameter;Default Resource-000001;09/01/2023  01:13.0;"09/01/2023  	01:14.0";Variant 2;2;sid-912026A4-B6D9-4164-A308-A14FD4915491;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
62;Camera setting;Default Resource-000004;09/01/2023  01:19.0;"09/01/2023  	01:20.0";Variant 2;2;sid-F304EE6D-DAAB-48D2-85D9-BCA863544EC1;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
62;Make photo;Default Resource-000007;09/01/2023  01:25.0;"09/01/2023  	01:26.0";Variant 2;2;sid-045DD2E5-4EEB-4DB9-ABC0-E2AD7103D825;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
62;Build patient report;Default Resource-000010;09/01/2023  01:31.0;"09/01/2023  	01:32.0";Variant 2;2;sid-F5C46834-3587-4C21-A2A7-A5BBA01CEB0A;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
62;Discarded incorrect record;;09/01/2023  01:32.0;"09/01/2023  	01:32.0";Variant 2;2;sid-8754FCF3-1C15-4BC2-8721-191181F864A0;;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;;
62;End;End;09/01/2023  01:32.0;"09/01/2023  	01:32.0";Variant 2;2;End;End;End;End;End
25;new patient arrived;;09/01/2023  00:00.0;"09/01/2023  	00:00.0";Variant 11;11;sid-F69D24BA-74F1-4113-A08D-A26F7E692018;;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;;
25;Install oral lesions detection application;Default Resource-000006;09/01/2023  00:02.0;"09/01/2023  	00:03.0";Variant 11;11;sid-17FED2D8-0F8F-4167-A435-0C997F824B6E;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
25;Register hospital;Default Resource-000006;09/01/2023  00:12.0;"09/01/2023  	00:13.0";Variant 11;11;sid-D617736B-82B9-471B-BF57-25533FF960EC;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
25;Start oral lesion detection application;Default Resource-000006;09/01/2023  00:22.0;"09/01/2023  	00:23.0";Variant 11;11;sid-7857E1A4-1EA7-461B-B94F-1C00A85F72F6;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
25;Configure workflow manager;Default Resource-000009;09/01/2023  00:31.0;"09/01/2023  	00:32.0";Variant 11;11;sid-DB2EFEE7-34DC-44B3-8C03-EEF32DB5B814;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
25;Data Analyst: Set segregation  parameter;Default Resource-000001;09/01/2023  00:52.0;"09/01/2023  	00:53.0";Variant 11;11;sid-B318E599-30C8-403A-B4DA-F169795C6A6D;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
25;ML Engineer: Set segregation parameter;Default Resource-000004;09/01/2023  00:58.0;"09/01/2023  	00:59.0";Variant 11;11;sid-42FF0A9A-7197-453E-B620-DB76CEBD8D45;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
25;ML Engineer: Set development parameter;Default Resource-000007;09/01/2023  01:04.0;"09/01/2023  	01:05.0";Variant 11;11;sid-0C079BD3-B4E2-4143-B090-FE477E0CADF1;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
25;Data Analyst: Set monitoring parameter;Default Resource-000010;09/01/2023  01:10.0;"09/01/2023  	01:11.0";Variant 11;11;sid-912026A4-B6D9-4164-A308-A14FD4915491;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
25;Camera setting;Default Resource-000003;09/01/2023  01:17.0;"09/01/2023  	01:18.0";Variant 11;11;sid-F304EE6D-DAAB-48D2-85D9-BCA863544EC1;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
25;Make photo;Default Resource-000006;09/01/2023  01:23.0;"09/01/2023  	01:24.0";Variant 11;11;sid-045DD2E5-4EEB-4DB9-ABC0-E2AD7103D825;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
25;Build patient report;Default Resource-000009;09/01/2023  01:29.0;"09/01/2023  	01:30.0";Variant 11;11;sid-F5C46834-3587-4C21-A2A7-A5BBA01CEB0A;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
25;Provide Bounding Box and Class Label;Default Resource-000001;09/01/2023  01:35.0;"09/01/2023  	01:36.0";Variant 11;11;sid-93D4073A-69AA-46F1-A69E-B4233D03E719;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
25;Not enough records;;09/01/2023  01:36.0;"09/01/2023  	01:36.0";Variant 11;11;sid-C742F274-3121-4C0A-B22F-0610A4A0A50E;;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;;
25;End;End;09/01/2023  01:36.0;"09/01/2023  	01:36.0";Variant 11;11;End;End;End;End;End
26;new patient arrived;;09/01/2023  00:00.0;"09/01/2023  	00:00.0";Variant 3;3;sid-F69D24BA-74F1-4113-A08D-A26F7E692018;;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;;
26;Camera setting;Default Resource-000007;09/01/2023  00:02.0;"09/01/2023  	00:03.0";Variant 3;3;sid-F304EE6D-DAAB-48D2-85D9-BCA863544EC1;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
26;Make photo;Default Resource-000007;09/01/2023  00:12.0;"09/01/2023  	00:13.0";Variant 3;3;sid-045DD2E5-4EEB-4DB9-ABC0-E2AD7103D825;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
26;Build patient report;Default Resource-000007;09/01/2023  00:22.0;"09/01/2023  	00:23.0";Variant 3;3;sid-F5C46834-3587-4C21-A2A7-A5BBA01CEB0A;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
26;Discarded incorrect record;;09/01/2023  00:23.0;"09/01/2023  	00:23.0";Variant 3;3;sid-8754FCF3-1C15-4BC2-8721-191181F864A0;;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;;
26;End;End;09/01/2023  00:23.0;"09/01/2023  	00:23.0";Variant 3;3;End;End;End;End;End
69;new patient arrived;;09/01/2023  00:00.0;"09/01/2023  	00:00.0";Variant 7;7;sid-F69D24BA-74F1-4113-A08D-A26F7E692018;;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;;
69;Install oral lesions detection application;Default Resource-000010;09/01/2023  00:06.0;"09/01/2023  	00:07.0";Variant 7;7;sid-17FED2D8-0F8F-4167-A435-0C997F824B6E;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
69;Register hospital;Default Resource-000010;09/01/2023  00:16.0;"09/01/2023  	00:17.0";Variant 7;7;sid-D617736B-82B9-471B-BF57-25533FF960EC;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
69;Start oral lesion detection application;Default Resource-000010;09/01/2023  00:26.0;"09/01/2023  	00:27.0";Variant 7;7;sid-7857E1A4-1EA7-461B-B94F-1C00A85F72F6;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
69;Configure workflow manager;Default Resource-000009;09/01/2023  00:34.0;"09/01/2023  	00:35.0";Variant 7;7;sid-DB2EFEE7-34DC-44B3-8C03-EEF32DB5B814;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
69;Data Analyst: Set ingestion parameters;Default Resource-000010;09/01/2023  00:41.0;"09/01/2023  	00:42.0";Variant 7;7;sid-AE4441C0-6BDD-4922-8144-BF1334C7BC34;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
69;Data Analyst: Set preparetion parameter;Default Resource-000004;09/01/2023  00:48.0;"09/01/2023  	00:49.0";Variant 7;7;sid-FFCF3D1B-D9F6-4F4D-A99D-3056B4B5DC94;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
69;Data Analyst: Set monitoring parameter;Default Resource-000006;09/01/2023  01:13.0;"09/01/2023  	01:14.0";Variant 7;7;sid-912026A4-B6D9-4164-A308-A14FD4915491;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
69;Camera setting;Default Resource-000009;09/01/2023  01:19.0;"09/01/2023  	01:20.0";Variant 7;7;sid-F304EE6D-DAAB-48D2-85D9-BCA863544EC1;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
69;Make photo;Default Resource-000002;09/01/2023  01:26.0;"09/01/2023  	01:27.0";Variant 7;7;sid-045DD2E5-4EEB-4DB9-ABC0-E2AD7103D825;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
69;Build patient report;Default Resource-000005;09/01/2023  01:32.0;"09/01/2023  	01:33.0";Variant 7;7;sid-F5C46834-3587-4C21-A2A7-A5BBA01CEB0A;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
69;Record classified;;09/01/2023  01:33.0;"09/01/2023  	01:33.0";Variant 7;7;sid-128D9975-8B49-4331-82A9-8A719DF4885B;;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;;
69;End;End;09/01/2023  01:33.0;"09/01/2023  	01:33.0";Variant 7;7;End;End;End;End;End
27;new patient arrived;;09/01/2023  00:00.0;"09/01/2023  	00:00.0";Variant 3;3;sid-F69D24BA-74F1-4113-A08D-A26F7E692018;;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;;
27;Camera setting;Default Resource-000008;09/01/2023  00:02.0;"09/01/2023  	00:03.0";Variant 3;3;sid-F304EE6D-DAAB-48D2-85D9-BCA863544EC1;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
27;Make photo;Default Resource-000008;09/01/2023  00:12.0;"09/01/2023  	00:13.0";Variant 3;3;sid-045DD2E5-4EEB-4DB9-ABC0-E2AD7103D825;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
27;Build patient report;Default Resource-000008;09/01/2023  00:22.0;"09/01/2023  	00:23.0";Variant 3;3;sid-F5C46834-3587-4C21-A2A7-A5BBA01CEB0A;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
27;Discarded incorrect record;;09/01/2023  00:23.0;"09/01/2023  	00:23.0";Variant 3;3;sid-8754FCF3-1C15-4BC2-8721-191181F864A0;;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;;
27;End;End;09/01/2023  00:23.0;"09/01/2023  	00:23.0";Variant 3;3;End;End;End;End;End
29;new patient arrived;;09/01/2023  00:00.0;"09/01/2023  	00:00.0";Variant 1;1;sid-F69D24BA-74F1-4113-A08D-A26F7E692018;;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;;
29;Install oral lesions detection application;Default Resource-000010;09/01/2023  00:02.0;"09/01/2023  	00:03.0";Variant 1;1;sid-17FED2D8-0F8F-4167-A435-0C997F824B6E;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
29;Register hospital;Default Resource-000010;09/01/2023  00:12.0;"09/01/2023  	00:13.0";Variant 1;1;sid-D617736B-82B9-471B-BF57-25533FF960EC;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
29;Start oral lesion detection application;Default Resource-000010;09/01/2023  00:22.0;"09/01/2023  	00:23.0";Variant 1;1;sid-7857E1A4-1EA7-461B-B94F-1C00A85F72F6;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
29;Configure workflow manager;Default Resource-000001;09/01/2023  00:32.0;"09/01/2023  	00:33.0";Variant 1;1;sid-DB2EFEE7-34DC-44B3-8C03-EEF32DB5B814;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
29;Data Analyst: Set ingestion parameters;Default Resource-000006;09/01/2023  00:39.0;"09/01/2023  	00:40.0";Variant 1;1;sid-AE4441C0-6BDD-4922-8144-BF1334C7BC34;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
29;Data Analyst: Set preparetion parameter;Default Resource-000010;09/01/2023  00:45.0;"09/01/2023  	00:46.0";Variant 1;1;sid-FFCF3D1B-D9F6-4F4D-A99D-3056B4B5DC94;1;sid-A65D063D-ADD5-4DAA-8F7C-D1CB172E1E82;0;QBP_DEFAULT_RESOURCE
